date,state,positive
20200318,Montana,10
20200317,Montana,8
20200316,Montana,7
20200315,Montana,7
20200314,Montana,5
20200313,Montana,1
20200312,Montana,1
20200311,Montana,0
20200310,Montana,0
20200309,Montana,0
20200308,Montana,0
20200307,Montana,0
20200306,Montana,0
20200304,Montana,
20200229,Montana,
20200220,Montana,
20200209,Montana,0
20201206,Nebraska,138568
20201205,Nebraska,136325
20201204,Nebraska,134710
20201203,Nebraska,132530
20201202,Nebraska,130194
20201201,Nebraska,128407
20201130,Nebraska,126466
20201129,Nebraska,125323
20201128,Nebraska,124066
20201127,Nebraska,122952
20201126,Nebraska,120076
20201125,Nebraska,117682
20201124,Nebraska,115921
20201123,Nebraska,114061
20201122,Nebraska,113029
20201121,Nebraska,111661
20201120,Nebraska,109280
20201119,Nebraska,106617
20201118,Nebraska,103805
20201117,Nebraska,101601
20201116,Nebraska,98161
20201115,Nebraska,96834
20201114,Nebraska,94922
20201113,Nebraska,92553
20201112,Nebraska,89942
20201111,Nebraska,87733
20201110,Nebraska,85551
20201109,Nebraska,83969
20201108,Nebraska,82395
20201107,Nebraska,80693
20201106,Nebraska,78012
20201105,Nebraska,75888
20201104,Nebraska,74060
20201103,Nebraska,72620
20201102,Nebraska,71666
20201101,Nebraska,70732
20201031,Nebraska,69645
20201030,Nebraska,68150
20201029,Nebraska,66545
20201028,Nebraska,65376
20201027,Nebraska,64499
20201026,Nebraska,63797
20201025,Nebraska,63215
20201024,Nebraska,62510
20201023,Nebraska,61285
20201022,Nebraska,60308
20201021,Nebraska,59409
20201020,Nebraska,58817
20201019,Nebraska,58068
20201018,Nebraska,57334
20201017,Nebraska,56714
20201016,Nebraska,55428
20201015,Nebraska,54467
20201014,Nebraska,53543
20201013,Nebraska,52839
20201012,Nebraska,52382
20201011,Nebraska,51887
20201010,Nebraska,51144
20201009,Nebraska,50059
20201008,Nebraska,49396
20201007,Nebraska,48757
20201006,Nebraska,48259
20201005,Nebraska,47807
20201004,Nebraska,47403
20201003,Nebraska,46977
20201002,Nebraska,46185
20201001,Nebraska,45564
20200930,Nebraska,45044
20200929,Nebraska,44578
20200928,Nebraska,44063
20200927,Nebraska,43596
20200926,Nebraska,43162
20200925,Nebraska,42731
20200924,Nebraska,42278
20200923,Nebraska,41785
20200922,Nebraska,41388
20200921,Nebraska,41083
20200920,Nebraska,40797
20200919,Nebraska,40387
20200918,Nebraska,39921
20200917,Nebraska,39419
20200916,Nebraska,38970
20200915,Nebraska,38642
20200914,Nebraska,38335
20200913,Nebraska,38108
20200912,Nebraska,37841
20200911,Nebraska,37373
20200910,Nebraska,36917
20200909,Nebraska,36477
20200908,Nebraska,35975
20200907,Nebraska,35886
20200906,Nebraska,35805
20200905,Nebraska,35661
20200904,Nebraska,35469
20200903,Nebraska,34995
20200902,Nebraska,34574
20200901,Nebraska,34287
20200831,Nebraska,34046
20200830,Nebraska,33753
20200829,Nebraska,33436
20200828,Nebraska,33101
20200827,Nebraska,32727
20200826,Nebraska,32348
20200825,Nebraska,32047
20200824,Nebraska,31889
20200823,Nebraska,31780
20200822,Nebraska,31626
20200821,Nebraska,31348
20200820,Nebraska,31040
20200819,Nebraska,30825
20200818,Nebraska,30563
20200817,Nebraska,30372
20200816,Nebraska,30241
20200815,Nebraska,29988
20200814,Nebraska,29660
20200813,Nebraska,29244
20200812,Nebraska,29030
20200811,Nebraska,28696
20200810,Nebraska,28432
20200809,Nebraska,28245
20200808,Nebraska,28104
20200807,Nebraska,27821
20200806,Nebraska,27489
20200805,Nebraska,27178
20200804,Nebraska,26956
20200803,Nebraska,26702
20200802,Nebraska,26391
20200801,Nebraska,26211
20200731,Nebraska,25766
20200730,Nebraska,25422
20200729,Nebraska,25157
20200728,Nebraska,24899
20200727,Nebraska,24618
20200726,Nebraska,24395
20200725,Nebraska,24174
20200724,Nebraska,23818
20200723,Nebraska,23486
20200722,Nebraska,23190
20200721,Nebraska,22847
20200720,Nebraska,22583
20200719,Nebraska,22481
20200718,Nebraska,22361
20200717,Nebraska,22134
20200716,Nebraska,21979
20200715,Nebraska,21717
20200714,Nebraska,21399
20200713,Nebraska,21172
20200712,Nebraska,20998
20200711,Nebraska,20777
20200710,Nebraska,20623
20200709,Nebraska,20425
20200708,Nebraska,20201
20200707,Nebraska,20046
20200706,Nebraska,19929
20200705,Nebraska,19827
20200704,Nebraska,19660
20200703,Nebraska,19452
20200702,Nebraska,19310
20200701,Nebraska,19177
20200630,Nebraska,19042
20200629,Nebraska,18899
20200628,Nebraska,18775
20200627,Nebraska,18524
20200626,Nebraska,18346
20200625,Nebraska,18221
20200624,Nebraska,18092
20200623,Nebraska,17957
20200622,Nebraska,17810
20200621,Nebraska,17707
20200620,Nebraska,17591
20200619,Nebraska,17415
20200618,Nebraska,17226
20200617,Nebraska,17031
20200616,Nebraska,16851
20200615,Nebraska,16725
20200614,Nebraska,16633
20200613,Nebraska,16513
20200612,Nebraska,16315
20200611,Nebraska,16025
20200610,Nebraska,15883
20200609,Nebraska,15752
20200608,Nebraska,15634
20200607,Nebraska,15543
20200606,Nebraska,15379
20200605,Nebraska,15117
20200604,Nebraska,14866
20200603,Nebraska,14611
20200602,Nebraska,14345
20200601,Nebraska,14101
20200531,Nebraska,13905
20200530,Nebraska,13654
20200529,Nebraska,13261
20200528,Nebraska,12976
20200527,Nebraska,12619
20200526,Nebraska,12355
20200525,Nebraska,12134
20200524,Nebraska,11989
20200523,Nebraska,11662
20200522,Nebraska,11425
20200521,Nebraska,11122
20200520,Nebraska,10846
20200519,Nebraska,10625
20200518,Nebraska,10348
20200517,Nebraska,10220
20200516,Nebraska,9772
20200515,Nebraska,9416
20200514,Nebraska,9075
20200513,Nebraska,8692
20200512,Nebraska,8572
20200511,Nebraska,8315
20200510,Nebraska,8234
20200509,Nebraska,7831
20200508,Nebraska,7190
20200507,Nebraska,6771
20200506,Nebraska,6438
20200505,Nebraska,6083
20200504,Nebraska,5910
20200503,Nebraska,5326
20200502,Nebraska,4838
20200501,Nebraska,4281
20200430,Nebraska,3784
20200429,Nebraska,3374
20200428,Nebraska,3358
20200427,Nebraska,3028
20200426,Nebraska,2732
20200425,Nebraska,2421
20200424,Nebraska,2124
20200423,Nebraska,1813
20200422,Nebraska,1722
20200421,Nebraska,1648
20200420,Nebraska,1474
20200419,Nebraska,1287
20200418,Nebraska,1138
20200417,Nebraska,1066
20200416,Nebraska,952
20200415,Nebraska,901
20200414,Nebraska,871
20200413,Nebraska,814
20200412,Nebraska,791
20200411,Nebraska,700
20200410,Nebraska,635
20200409,Nebraska,567
20200408,Nebraska,519
20200407,Nebraska,447
20200406,Nebraska,409
20200405,Nebraska,363
20200404,Nebraska,321
20200403,Nebraska,279
20200402,Nebraska,246
20200401,Nebraska,210
20200331,Nebraska,172
20200330,Nebraska,145
20200329,Nebraska,108
20200328,Nebraska,96
20200327,Nebraska,85
20200326,Nebraska,73
20200325,Nebraska,61
20200324,Nebraska,52
20200323,Nebraska,50
20200322,Nebraska,48
20200321,Nebraska,38
20200320,Nebraska,32
20200319,Nebraska,27
20200318,Nebraska,24
20200317,Nebraska,21
20200316,Nebraska,18
20200315,Nebraska,17
20200314,Nebraska,14
20200313,Nebraska,13
20200312,Nebraska,10
20200311,Nebraska,5
20200310,Nebraska,3
20200309,Nebraska,3
20200308,Nebraska,1
20200307,Nebraska,1
20200306,Nebraska,3
20200304,Nebraska,
20200229,Nebraska,
20200220,Nebraska,0
20200208,Nebraska,0
20201206,Nevada,168139
20201205,Nevada,165628
20201204,Nevada,162434
20201203,Nevada,159532
20201202,Nevada,156996
20201201,Nevada,154867
20201130,Nevada,152169
20201129,Nevada,150527
20201128,Nevada,149229
20201127,Nevada,146317
20201126,Nevada,144781
20201125,Nevada,142239
20201124,Nevada,139080
20201123,Nevada,136227
20201122,Nevada,133888
20201121,Nevada,131733
20201120,Nevada,129714
20201119,Nevada,127875
20201118,Nevada,125459
20201117,Nevada,123794
20201116,Nevada,122097
20201115,Nevada,120183
20201114,Nevada,119006
20201113,Nevada,116737
20201112,Nevada,114880
20201111,Nevada,113411
20201110,Nevada,112304
20201109,Nevada,110982
20201108,Nevada,110022
20201107,Nevada,108746
20201106,Nevada,106922
20201105,Nevada,105360
20201104,Nevada,104093
20201103,Nevada,103025
20201102,Nevada,102114
20201101,Nevada,101479
20201031,Nevada,100763
20201030,Nevada,99786
20201029,Nevada,98554
20201028,Nevada,97479
20201027,Nevada,96908
20201026,Nevada,96178
20201025,Nevada,95703
20201024,Nevada,94812
20201023,Nevada,93666
20201022,Nevada,92853
20201021,Nevada,92064
20201020,Nevada,91499
20201019,Nevada,90843
20201018,Nevada,90261
20201017,Nevada,89652
20201016,Nevada,88685
20201015,Nevada,87969
20201014,Nevada,87314
20201013,Nevada,86835
20201012,Nevada,86348
20201011,Nevada,85779
20201010,Nevada,85399
20201009,Nevada,84593
20201008,Nevada,83827
20201007,Nevada,83347
20201006,Nevada,82916
20201005,Nevada,82437
20201004,Nevada,82100
20201003,Nevada,81708
20201002,Nevada,81182
20201001,Nevada,80410
20200930,Nevada,79980
20200929,Nevada,79595
20200928,Nevada,79191
20200927,Nevada,78728
20200926,Nevada,78355
20200925,Nevada,77753
20200924,Nevada,77197
20200923,Nevada,76807
20200922,Nevada,76298
20200921,Nevada,76036
20200920,Nevada,75804
20200919,Nevada,75419
20200918,Nevada,75096
20200917,Nevada,74595
20200916,Nevada,74248
20200915,Nevada,74040
20200914,Nevada,73814
20200913,Nevada,73537
20200912,Nevada,73220
20200911,Nevada,72806
20200910,Nevada,72546
20200909,Nevada,72258
20200908,Nevada,72104
20200907,Nevada,71967
20200906,Nevada,71610
20200905,Nevada,71102
20200904,Nevada,70712
20200903,Nevada,70223
20200902,Nevada,69872
20200901,Nevada,69633
20200831,Nevada,69228
20200830,Nevada,68908
20200829,Nevada,68461
20200828,Nevada,67852
20200827,Nevada,67220
20200826,Nevada,66666
20200825,Nevada,66413
20200824,Nevada,66010
20200823,Nevada,65601
20200822,Nevada,65069
20200821,Nevada,64433
20200820,Nevada,63584
20200819,Nevada,63028
20200818,Nevada,62639
20200817,Nevada,61967
20200816,Nevada,61305
20200815,Nevada,60608
20200814,Nevada,59749
20200813,Nevada,58650
20200812,Nevada,58048
20200811,Nevada,57520
20200810,Nevada,56972
20200809,Nevada,56230
20200808,Nevada,55419
20200807,Nevada,54533
20200806,Nevada,53557
20200805,Nevada,52828
20200804,Nevada,52179
20200803,Nevada,51199
20200802,Nevada,50205
20200801,Nevada,49074
20200731,Nevada,48088
20200730,Nevada,46824
20200729,Nevada,45806
20200728,Nevada,44936
20200727,Nevada,43831
20200726,Nevada,42834
20200725,Nevada,41816
20200724,Nevada,40885
20200723,Nevada,39919
20200722,Nevada,38657
20200721,Nevada,37528
20200720,Nevada,36713
20200719,Nevada,35765
20200718,Nevada,34477
20200717,Nevada,33295
20200716,Nevada,31915
20200715,Nevada,30468
20200714,Nevada,29619
20200713,Nevada,28515
20200712,Nevada,27683
20200711,Nevada,26838
20200710,Nevada,25908
20200709,Nevada,24904
20200708,Nevada,24301
20200707,Nevada,23785
20200706,Nevada,22909
20200705,Nevada,22418
20200704,Nevada,21575
20200703,Nevada,20718
20200702,Nevada,19733
20200701,Nevada,19101
20200630,Nevada,18456
20200629,Nevada,17894
20200628,Nevada,17160
20200627,Nevada,16339
20200626,Nevada,15860
20200625,Nevada,15479
20200624,Nevada,14592
20200623,Nevada,13997
20200622,Nevada,13535
20200621,Nevada,13205
20200620,Nevada,12931
20200619,Nevada,12486
20200618,Nevada,12076
20200617,Nevada,11842
20200616,Nevada,11658
20200615,Nevada,11279
20200614,Nevada,11173
20200613,Nevada,10946
20200612,Nevada,10676
20200611,Nevada,10399
20200610,Nevada,10164
20200609,Nevada,10030
20200608,Nevada,9786
20200607,Nevada,9649
20200606,Nevada,9460
20200605,Nevada,9266
20200604,Nevada,9090
20200603,Nevada,8931
20200602,Nevada,8830
20200601,Nevada,8688
20200531,Nevada,8593
20200530,Nevada,8495
20200529,Nevada,8350
20200528,Nevada,8208
20200527,Nevada,8113
20200526,Nevada,7997
20200525,Nevada,7879
20200524,Nevada,7770
20200523,Nevada,7696
20200522,Nevada,7401
20200521,Nevada,7255
20200520,Nevada,7166
20200519,Nevada,7046
20200518,Nevada,6906
20200517,Nevada,6857
20200516,Nevada,6709
20200515,Nevada,6614
20200514,Nevada,6499
20200513,Nevada,6394
20200512,Nevada,6311
20200511,Nevada,6152
20200510,Nevada,6098
20200509,Nevada,6028
20200508,Nevada,5884
20200507,Nevada,5766
20200506,Nevada,5663
20200505,Nevada,5594
20200504,Nevada,5491
20200503,Nevada,5423
20200502,Nevada,5311
20200501,Nevada,5227
20200430,Nevada,4998
20200429,Nevada,4898
20200428,Nevada,4805
20200427,Nevada,4690
20200426,Nevada,4602
20200425,Nevada,4539
20200424,Nevada,4398
20200423,Nevada,4208
20200422,Nevada,4081
20200421,Nevada,3937
20200420,Nevada,3830
20200419,Nevada,3728
20200418,Nevada,3626
20200417,Nevada,3524
20200416,Nevada,3321
20200415,Nevada,3211
20200414,Nevada,3088
20200413,Nevada,2971
20200412,Nevada,2836
20200411,Nevada,2700
20200410,Nevada,2584
20200409,Nevada,2456
20200408,Nevada,2318
20200407,Nevada,2087
20200406,Nevada,1953
20200405,Nevada,1836
20200404,Nevada,1742
20200403,Nevada,1514
20200402,Nevada,1458
20200401,Nevada,1279
20200331,Nevada,1113
20200330,Nevada,996
20200329,Nevada,738
20200328,Nevada,621
20200327,Nevada,535
20200326,Nevada,420
20200325,Nevada,321
20200324,Nevada,278
20200323,Nevada,190
20200322,Nevada,154
20200321,Nevada,124
20200320,Nevada,109
20200319,Nevada,101
20200318,Nevada,78
20200317,Nevada,73
20200316,Nevada,63
20200315,Nevada,45
20200314,Nevada,34
20200313,Nevada,22
20200312,Nevada,12
20200311,Nevada,9
20200310,Nevada,5
20200309,Nevada,5
20200308,Nevada,4
20200307,Nevada,4
20200306,Nevada,0
20200304,Nevada,3
20200228,Nevada,
20200219,Nevada,
20200206,Nevada,0
20201206,New hampshire,24771
20201205,New hampshire,24138
20201204,New hampshire,23690
20201203,New hampshire,22925
20201202,New hampshire,22332
20201201,New hampshire,21766
20201130,New hampshire,20994
20201129,New hampshire,20480
20201128,New hampshire,20002
20201127,New hampshire,19313
20201126,New hampshire,18776
20201125,New hampshire,18776
20201124,New hampshire,18382
20201123,New hampshire,18042
20201122,New hampshire,17598
20201121,New hampshire,17281
20201120,New hampshire,16797
20201119,New hampshire,16277
20201118,New hampshire,15749
20201117,New hampshire,15303
20201116,New hampshire,15029
20201115,New hampshire,14671
20201114,New hampshire,14311
20201113,New hampshire,13929
20201112,New hampshire,13470
20201111,New hampshire,13148
20201110,New hampshire,12919
20201109,New hampshire,12699
20201108,New hampshire,12488
20201107,New hampshire,12241
20201106,New hampshire,12012
20201105,New hampshire,11808
20201104,New hampshire,11563
20201103,New hampshire,11448
20201102,New hampshire,11320
20201101,New hampshire,11214
20201031,New hampshire,11084
20201030,New hampshire,10884
20201029,New hampshire,10768
20201028,New hampshire,10641
20201027,New hampshire,10531
20201026,New hampshire,10397
20201025,New hampshire,10328
20201024,New hampshire,10238
20201023,New hampshire,10112
20201022,New hampshire,9994
20201021,New hampshire,9917
20201020,New hampshire,9828
20201019,New hampshire,9746
20201018,New hampshire,9694
20201017,New hampshire,9625
20201016,New hampshire,9514
20201015,New hampshire,9426
20201014,New hampshire,9349
20201013,New hampshire,9279
20201012,New hampshire,9143
20201011,New hampshire,9092
20201010,New hampshire,9092
20201009,New hampshire,8878
20201008,New hampshire,8878
20201007,New hampshire,8800
20201006,New hampshire,8731
20201005,New hampshire,8680
20201004,New hampshire,8645
20201003,New hampshire,8597
20201002,New hampshire,8534
20201001,New hampshire,8317
20200930,New hampshire,8266
20200929,New hampshire,8233
20200928,New hampshire,8208
20200927,New hampshire,8172
20200926,New hampshire,8121
20200925,New hampshire,8044
20200924,New hampshire,8044
20200923,New hampshire,8007
20200922,New hampshire,7990
20200921,New hampshire,7952
20200920,New hampshire,7947
20200919,New hampshire,7920
20200918,New hampshire,7861
20200917,New hampshire,7814
20200916,New hampshire,7780
20200915,New hampshire,7748
20200914,New hampshire,7714
20200913,New hampshire,7696
20200912,New hampshire,7652
20200911,New hampshire,7620
20200910,New hampshire,7573
20200909,New hampshire,7494
20200908,New hampshire,7494
20200907,New hampshire,7476
20200906,New hampshire,7447
20200905,New hampshire,7424
20200904,New hampshire,7368
20200903,New hampshire,7347
20200902,New hampshire,7297
20200901,New hampshire,7297
20200831,New hampshire,7275
20200830,New hampshire,7254
20200829,New hampshire,7246
20200828,New hampshire,7216
20200827,New hampshire,7194
20200826,New hampshire,7159
20200825,New hampshire,7150
20200824,New hampshire,7134
20200823,New hampshire,7107
20200822,New hampshire,7092
20200821,New hampshire,7050
20200820,New hampshire,7050
20200819,New hampshire,7036
20200818,New hampshire,7017
20200817,New hampshire,7004
20200816,New hampshire,6988
20200815,New hampshire,6980
20200814,New hampshire,6921
20200813,New hampshire,6921
20200812,New hampshire,6887
20200811,New hampshire,6861
20200810,New hampshire,6840
20200809,New hampshire,6831
20200808,New hampshire,6818
20200807,New hampshire,6742
20200806,New hampshire,6719
20200805,New hampshire,6693
20200804,New hampshire,6660
20200803,New hampshire,6634
20200802,New hampshire,6613
20200801,New hampshire,6613
20200731,New hampshire,6544
20200730,New hampshire,6513
20200729,New hampshire,6500
20200728,New hampshire,6500
20200727,New hampshire,6436
20200726,New hampshire,6436
20200725,New hampshire,6415
20200724,New hampshire,6318
20200723,New hampshire,6295
20200722,New hampshire,6262
20200721,New hampshire,6249
20200720,New hampshire,6203
20200719,New hampshire,6203
20200718,New hampshire,6165
20200717,New hampshire,6165
20200716,New hampshire,6113
20200715,New hampshire,6091
20200714,New hampshire,6068
20200713,New hampshire,6054
20200712,New hampshire,6024
20200711,New hampshire,5991
20200710,New hampshire,5973
20200709,New hampshire,5952
20200708,New hampshire,5932
20200707,New hampshire,5914
20200706,New hampshire,5897
20200705,New hampshire,5857
20200704,New hampshire,5857
20200703,New hampshire,5822
20200702,New hampshire,5802
20200701,New hampshire,5782
20200630,New hampshire,5760
20200629,New hampshire,5760
20200628,New hampshire,5717
20200627,New hampshire,5671
20200626,New hampshire,5671
20200625,New hampshire,5598
20200624,New hampshire,5571
20200623,New hampshire,5558
20200622,New hampshire,5544
20200621,New hampshire,5518
20200620,New hampshire,5486
20200619,New hampshire,5450
20200618,New hampshire,5436
20200617,New hampshire,5364
20200616,New hampshire,5345
20200615,New hampshire,5345
20200614,New hampshire,5299
20200613,New hampshire,5251
20200612,New hampshire,5209
20200611,New hampshire,5178
20200610,New hampshire,5132
20200609,New hampshire,5079
20200608,New hampshire,5043
20200607,New hampshire,5019
20200606,New hampshire,5019
20200605,New hampshire,4876
20200604,New hampshire,4795
20200603,New hampshire,4749
20200602,New hampshire,4685
20200601,New hampshire,4651
20200531,New hampshire,4545
20200530,New hampshire,4492
20200529,New hampshire,4386
20200528,New hampshire,4286
20200527,New hampshire,4231
20200526,New hampshire,4197
20200525,New hampshire,4149
20200524,New hampshire,4089
20200523,New hampshire,4089
20200522,New hampshire,3935
20200521,New hampshire,3868
20200520,New hampshire,3721
20200519,New hampshire,3652
20200518,New hampshire,3596
20200517,New hampshire,3556
20200516,New hampshire,3464
20200515,New hampshire,3464
20200514,New hampshire,3299
20200513,New hampshire,3239
20200512,New hampshire,3160
20200511,New hampshire,3160
20200510,New hampshire,3011
20200509,New hampshire,2947
20200508,New hampshire,2843
20200507,New hampshire,2740
20200506,New hampshire,2636
20200505,New hampshire,2588
20200504,New hampshire,2588
20200503,New hampshire,2429
20200502,New hampshire,2310
20200501,New hampshire,2146
20200430,New hampshire,2054
20200429,New hampshire,2010
20200428,New hampshire,1938
20200427,New hampshire,1864
20200426,New hampshire,1787
20200425,New hampshire,1720
20200424,New hampshire,1670
20200423,New hampshire,1588
20200422,New hampshire,1491
20200421,New hampshire,1491
20200420,New hampshire,1392
20200419,New hampshire,1342
20200418,New hampshire,1287
20200417,New hampshire,1287
20200416,New hampshire,1139
20200415,New hampshire,1139
20200414,New hampshire,1020
20200413,New hampshire,985
20200412,New hampshire,929
20200411,New hampshire,885
20200410,New hampshire,819
20200409,New hampshire,788
20200408,New hampshire,788
20200407,New hampshire,715
20200406,New hampshire,669
20200405,New hampshire,621
20200404,New hampshire,540
20200403,New hampshire,479
20200402,New hampshire,415
20200401,New hampshire,415
20200331,New hampshire,314
20200330,New hampshire,314
20200329,New hampshire,214
20200328,New hampshire,187
20200327,New hampshire,158
20200326,New hampshire,137
20200325,New hampshire,108
20200324,New hampshire,101
20200323,New hampshire,78
20200322,New hampshire,65
20200321,New hampshire,55
20200320,New hampshire,44
20200319,New hampshire,39
20200318,New hampshire,26
20200317,New hampshire,17
20200316,New hampshire,13
20200315,New hampshire,13
20200314,New hampshire,7
20200313,New hampshire,6
20200312,New hampshire,6
20200311,New hampshire,4
20200310,New hampshire,4
20200309,New hampshire,4
20200308,New hampshire,4
20200307,New hampshire,2
20200306,New hampshire,0
20200304,New hampshire,2
20200229,New hampshire,
20200219,New hampshire,0
20200207,New hampshire,0
20201206,New jersey,368016
20201205,New jersey,361986
20201204,New jersey,356662
20201203,New jersey,350999
20201202,New jersey,346206
20201201,New jersey,341910
20201130,New jersey,337304
20201129,New jersey,334114
20201128,New jersey,330275
20201127,New jersey,326473
20201126,New jersey,322378
20201125,New jersey,317905
20201124,New jersey,313863
20201123,New jersey,309588
20201122,New jersey,306007
20201121,New jersey,302039
20201120,New jersey,297370
20201119,New jersey,293744
20201118,New jersey,289562
20201117,New jersey,285519
20201116,New jersey,281493
20201115,New jersey,279274
20201114,New jersey,274736
20201113,New jersey,270383
20201112,New jersey,266986
20201111,New jersey,263495
20201110,New jersey,260430
20201109,New jersey,256653
20201108,New jersey,254595
20201107,New jersey,252582
20201106,New jersey,249380
20201105,New jersey,247219
20201104,New jersey,245257
20201103,New jersey,242825
20201102,New jersey,240997
20201101,New jersey,239629
20201031,New jersey,237886
20201030,New jersey,236523
20201029,New jersey,234547
20201028,New jersey,232997
20201027,New jersey,231331
20201026,New jersey,229684
20201025,New jersey,228468
20201024,New jersey,227339
20201023,New jersey,225430
20201022,New jersey,224385
20201021,New jersey,223223
20201020,New jersey,222193
20201019,New jersey,221205
20201018,New jersey,220013
20201017,New jersey,218738
20201016,New jersey,217804
20201015,New jersey,216994
20201014,New jersey,216023
20201013,New jersey,215085
20201012,New jersey,214097
20201011,New jersey,213628
20201010,New jersey,212877
20201009,New jersey,212013
20201008,New jersey,211148
20201007,New jersey,209850
20201006,New jersey,209342
20201005,New jersey,208713
20201004,New jersey,208202
20201003,New jersey,207576
20201002,New jersey,206629
20201001,New jersey,205889
20200930,New jersey,205275
20200929,New jersey,204563
20200928,New jersey,204107
20200927,New jersey,203548
20200926,New jersey,202850
20200925,New jersey,202100
20200924,New jersey,201552
20200923,New jersey,200988
20200922,New jersey,200580
20200921,New jersey,200154
20200920,New jersey,199762
20200919,New jersey,199309
20200918,New jersey,198848
20200917,New jersey,198361
20200916,New jersey,197792
20200915,New jersey,197404
20200914,New jersey,196968
20200913,New jersey,196634
20200912,New jersey,196337
20200911,New jersey,195888
20200910,New jersey,195414
20200909,New jersey,194990
20200908,New jersey,194667
20200907,New jersey,194390
20200906,New jersey,194058
20200905,New jersey,193747
20200904,New jersey,193422
20200903,New jersey,192973
20200902,New jersey,192595
20200901,New jersey,192290
20200831,New jersey,191960
20200830,New jersey,191611
20200829,New jersey,191320
20200828,New jersey,190971
20200827,New jersey,190613
20200826,New jersey,190306
20200825,New jersey,190021
20200824,New jersey,189719
20200823,New jersey,189494
20200822,New jersey,189236
20200821,New jersey,188817
20200820,New jersey,188527
20200819,New jersey,188427
20200818,New jersey,188098
20200817,New jersey,187767
20200816,New jersey,187455
20200815,New jersey,187442
20200814,New jersey,187164
20200813,New jersey,186594
20200812,New jersey,185938
20200811,New jersey,185475
20200810,New jersey,185031
20200809,New jersey,184773
20200808,New jersey,184429
20200807,New jersey,184061
20200806,New jersey,183701
20200805,New jersey,183327
20200804,New jersey,182970
20200803,New jersey,182614
20200802,New jersey,182350
20200801,New jersey,182029
20200731,New jersey,181660
20200730,New jersey,180970
20200729,New jersey,180766
20200728,New jersey,180295
20200727,New jersey,179812
20200726,New jersey,179363
20200725,New jersey,178858
20200724,New jersey,178345
20200723,New jersey,177887
20200722,New jersey,177645
20200721,New jersey,177256
20200720,New jersey,176963
20200719,New jersey,176783
20200718,New jersey,176814
20200717,New jersey,176551
20200716,New jersey,176501
20200715,New jersey,176278
20200714,New jersey,175915
20200713,New jersey,175522
20200712,New jersey,175298
20200711,New jersey,174959
20200710,New jersey,174628
20200709,New jersey,174240
20200708,New jersey,174039
20200707,New jersey,173878
20200706,New jersey,173611
20200705,New jersey,173402
20200704,New jersey,173033
20200703,New jersey,172742
20200702,New jersey,172356
20200701,New jersey,171928
20200630,New jersey,171667
20200629,New jersey,171272
20200628,New jersey,171182
20200627,New jersey,170873
20200626,New jersey,170584
20200625,New jersey,170196
20200624,New jersey,169892
20200623,New jersey,169734
20200622,New jersey,169415
20200621,New jersey,169142
20200620,New jersey,168834
20200619,New jersey,168496
20200618,New jersey,168107
20200617,New jersey,167703
20200616,New jersey,167426
20200615,New jersey,167103
20200614,New jersey,166881
20200613,New jersey,166605
20200612,New jersey,166164
20200611,New jersey,165816
20200610,New jersey,165346
20200609,New jersey,164796
20200608,New jersey,164497
20200607,New jersey,164164
20200606,New jersey,163893
20200605,New jersey,163336
20200604,New jersey,162530
20200603,New jersey,162068
20200602,New jersey,161545
20200601,New jersey,160918
20200531,New jersey,160445
20200530,New jersey,159608
20200529,New jersey,158844
20200528,New jersey,157815
20200527,New jersey,156628
20200526,New jersey,155764
20200525,New jersey,155092
20200524,New jersey,154154
20200523,New jersey,153104
20200522,New jersey,152719
20200521,New jersey,151472
20200520,New jersey,150399
20200519,New jersey,149013
20200518,New jersey,148039
20200517,New jersey,146334
20200516,New jersey,145089
20200515,New jersey,143905
20200514,New jersey,142704
20200513,New jersey,141560
20200512,New jersey,140743
20200511,New jersey,139945
20200510,New jersey,138532
20200509,New jersey,137085
20200508,New jersey,135454
20200507,New jersey,133635
20200506,New jersey,131890
20200505,New jersey,130593
20200504,New jersey,128269
20200503,New jersey,126744
20200502,New jersey,123717
20200501,New jersey,121190
20200430,New jersey,118652
20200429,New jersey,116264
20200428,New jersey,113856
20200427,New jersey,111188
20200426,New jersey,109038
20200425,New jersey,105523
20200424,New jersey,102196
20200423,New jersey,99989
20200422,New jersey,95865
20200421,New jersey,92387
20200420,New jersey,88806
20200419,New jersey,85301
20200418,New jersey,81420
20200417,New jersey,78467
20200416,New jersey,75317
20200415,New jersey,71030
20200414,New jersey,68824
20200413,New jersey,64584
20200412,New jersey,61850
20200411,New jersey,58151
20200410,New jersey,54588
20200409,New jersey,51027
20200408,New jersey,47437
20200407,New jersey,44416
20200406,New jersey,41090
20200405,New jersey,37505
20200404,New jersey,34124
20200403,New jersey,29895
20200402,New jersey,25590
20200401,New jersey,22255
20200331,New jersey,18696
20200330,New jersey,16636
20200329,New jersey,13386
20200328,New jersey,11124
20200327,New jersey,8825
20200326,New jersey,6876
20200325,New jersey,4402
20200324,New jersey,3675
20200323,New jersey,2844
20200322,New jersey,1914
20200321,New jersey,1327
20200320,New jersey,890
20200319,New jersey,742
20200318,New jersey,427
20200317,New jersey,267
20200316,New jersey,178
20200315,New jersey,98
20200314,New jersey,50
20200313,New jersey,50
20200312,New jersey,30
20200311,New jersey,24
20200310,New jersey,15
20200309,New jersey,11
20200308,New jersey,6
20200307,New jersey,4
20200306,New jersey,1
20200304,New jersey,
