date,state,positive
20200320,Hawaii,26
20200319,Hawaii,16
20200318,Hawaii,14
20200317,Hawaii,10
20200316,Hawaii,7
20200315,Hawaii,2
20200314,Hawaii,2
20200313,Hawaii,2
20200312,Hawaii,2
20200311,Hawaii,2
20200310,Hawaii,2
20200309,Hawaii,2
20200308,Hawaii,1
20200307,Hawaii,1
20200306,Hawaii,5
20200305,Hawaii,1
20200302,Hawaii,2
20200223,Hawaii,
20200213,Hawaii,0
20200127,Hawaii,
20201206,Idaho,109705
20201205,Idaho,108366
20201204,Idaho,106455
20201203,Idaho,104734
20201202,Idaho,103305
20201201,Idaho,101698
20201130,Idaho,100484
20201129,Idaho,99660
20201128,Idaho,98500
20201127,Idaho,96503
20201126,Idaho,96503
20201125,Idaho,94730
20201124,Idaho,93090
20201123,Idaho,91653
20201122,Idaho,90834
20201121,Idaho,89764
20201120,Idaho,87978
20201119,Idaho,86435
20201118,Idaho,85125
20201117,Idaho,83344
20201116,Idaho,82245
20201115,Idaho,81317
20201114,Idaho,79798
20201113,Idaho,78279
20201112,Idaho,77121
20201111,Idaho,75428
20201110,Idaho,74227
20201109,Idaho,72961
20201108,Idaho,72312
20201107,Idaho,70909
20201106,Idaho,69579
20201105,Idaho,68314
20201104,Idaho,67024
20201103,Idaho,65845
20201102,Idaho,65088
20201101,Idaho,64608
20201031,Idaho,63810
20201030,Idaho,62746
20201029,Idaho,61785
20201028,Idaho,60923
20201027,Idaho,60041
20201026,Idaho,59344
20201025,Idaho,58694
20201024,Idaho,57673
20201023,Idaho,56600
20201022,Idaho,55650
20201021,Idaho,54663
20201020,Idaho,53790
20201019,Idaho,53092
20201018,Idaho,52582
20201017,Idaho,51704
20201016,Idaho,50610
20201015,Idaho,49892
20201014,Idaho,49247
20201013,Idaho,48663
20201012,Idaho,48066
20201011,Idaho,47701
20201010,Idaho,47088
20201009,Idaho,46426
20201008,Idaho,45753
20201007,Idaho,45082
20201006,Idaho,44422
20201005,Idaho,43964
20201004,Idaho,43702
20201003,Idaho,43238
20201002,Idaho,42561
20201001,Idaho,42048
20200930,Idaho,41434
20200929,Idaho,40923
20200928,Idaho,40501
20200927,Idaho,40296
20200926,Idaho,39757
20200925,Idaho,39234
20200924,Idaho,38743
20200923,Idaho,38347
20200922,Idaho,37901
20200921,Idaho,37491
20200920,Idaho,37247
20200919,Idaho,36959
20200918,Idaho,36489
20200917,Idaho,36093
20200916,Idaho,35810
20200915,Idaho,35532
20200914,Idaho,35279
20200913,Idaho,35167
20200912,Idaho,34950
20200911,Idaho,34617
20200910,Idaho,34310
20200909,Idaho,33981
20200908,Idaho,33741
20200907,Idaho,33667
20200906,Idaho,33477
20200905,Idaho,33196
20200904,Idaho,32927
20200903,Idaho,32664
20200902,Idaho,32368
20200901,Idaho,32088
20200831,Idaho,31867
20200830,Idaho,31677
20200829,Idaho,31384
20200828,Idaho,31122
20200827,Idaho,30780
20200826,Idaho,30475
20200825,Idaho,30070
20200824,Idaho,29853
20200823,Idaho,29662
20200822,Idaho,29369
20200821,Idaho,29120
20200820,Idaho,28696
20200819,Idaho,28326
20200818,Idaho,27942
20200817,Idaho,27660
20200816,Idaho,27477
20200815,Idaho,27173
20200814,Idaho,26631
20200813,Idaho,26133
20200812,Idaho,25595
20200811,Idaho,25100
20200810,Idaho,24671
20200809,Idaho,24495
20200808,Idaho,23922
20200807,Idaho,23399
20200806,Idaho,22707
20200805,Idaho,22234
20200804,Idaho,21675
20200803,Idaho,21344
20200802,Idaho,21114
20200801,Idaho,20721
20200731,Idaho,20246
20200730,Idaho,19679
20200729,Idaho,19222
20200728,Idaho,18694
20200727,Idaho,18177
20200726,Idaho,17827
20200725,Idaho,17264
20200724,Idaho,16736
20200723,Idaho,16322
20200722,Idaho,15822
20200721,Idaho,15266
20200720,Idaho,14873
20200719,Idaho,14302
20200718,Idaho,13752
20200717,Idaho,13133
20200716,Idaho,12445
20200715,Idaho,11718
20200714,Idaho,11402
20200713,Idaho,10902
20200712,Idaho,10505
20200711,Idaho,9928
20200710,Idaho,9428
20200709,Idaho,8969
20200708,Idaho,8539
20200707,Idaho,8052
20200706,Idaho,7733
20200705,Idaho,7370
20200704,Idaho,6994
20200703,Idaho,6593
20200702,Idaho,6370
20200701,Idaho,6117
20200630,Idaho,5752
20200629,Idaho,5319
20200628,Idaho,5319
20200627,Idaho,5148
20200626,Idaho,4865
20200625,Idaho,4645
20200624,Idaho,4402
20200623,Idaho,4254
20200622,Idaho,4006
20200621,Idaho,4006
20200620,Idaho,3871
20200619,Idaho,3743
20200618,Idaho,3632
20200617,Idaho,3540
20200616,Idaho,3462
20200615,Idaho,3399
20200614,Idaho,3399
20200613,Idaho,3353
20200612,Idaho,3302
20200611,Idaho,3260
20200610,Idaho,3220
20200609,Idaho,3189
20200608,Idaho,3139
20200607,Idaho,3139
20200606,Idaho,3111
20200605,Idaho,3054
20200604,Idaho,2990
20200603,Idaho,2933
20200602,Idaho,2906
20200601,Idaho,2839
20200531,Idaho,2839
20200530,Idaho,2803
20200529,Idaho,2769
20200528,Idaho,2731
20200527,Idaho,2699
20200526,Idaho,2626
20200525,Idaho,2626
20200524,Idaho,2626
20200523,Idaho,2595
20200522,Idaho,2534
20200521,Idaho,2506
20200520,Idaho,2476
20200519,Idaho,2455
20200518,Idaho,2419
20200517,Idaho,2419
20200516,Idaho,2389
20200515,Idaho,2351
20200514,Idaho,2324
20200513,Idaho,2293
20200512,Idaho,2260
20200511,Idaho,2230
20200510,Idaho,2230
20200509,Idaho,2205
20200508,Idaho,2178
20200507,Idaho,2158
20200506,Idaho,2127
20200505,Idaho,2106
20200504,Idaho,2061
20200503,Idaho,2061
20200502,Idaho,2035
20200501,Idaho,2015
20200430,Idaho,1984
20200429,Idaho,1952
20200428,Idaho,1917
20200427,Idaho,1897
20200426,Idaho,1887
20200425,Idaho,1870
20200424,Idaho,1836
20200423,Idaho,1802
20200422,Idaho,1766
20200421,Idaho,1736
20200420,Idaho,1672
20200419,Idaho,1668
20200418,Idaho,1655
20200417,Idaho,1609
20200416,Idaho,1587
20200415,Idaho,1464
20200414,Idaho,1453
20200413,Idaho,1426
20200412,Idaho,1407
20200411,Idaho,1396
20200410,Idaho,1353
20200409,Idaho,1232
20200408,Idaho,1210
20200407,Idaho,1170
20200406,Idaho,1101
20200405,Idaho,1077
20200404,Idaho,1013
20200403,Idaho,891
20200402,Idaho,669
20200401,Idaho,525
20200331,Idaho,415
20200330,Idaho,310
20200329,Idaho,261
20200328,Idaho,230
20200327,Idaho,189
20200326,Idaho,123
20200325,Idaho,73
20200324,Idaho,50
20200323,Idaho,47
20200322,Idaho,42
20200321,Idaho,31
20200320,Idaho,23
20200319,Idaho,11
20200318,Idaho,9
20200317,Idaho,7
20200316,Idaho,5
20200315,Idaho,5
20200314,Idaho,2
20200313,Idaho,0
20200312,Idaho,0
20200311,Idaho,0
20200310,Idaho,0
20200309,Idaho,0
20200308,Idaho,0
20200307,Idaho,0
20200306,Idaho,0
20200305,Idaho,0
20200302,Idaho,65
20200223,Idaho,
20200212,Idaho,
20200126,Idaho,
20201206,Illinois,787573
20201205,Illinois,779975
20201204,Illinois,770088
20201203,Illinois,759562
20201202,Illinois,748603
20201201,Illinois,738846
20201130,Illinois,726304
20201129,Illinois,720114
20201128,Illinois,712936
20201127,Illinois,705063
20201126,Illinois,697489
20201125,Illinois,685467
20201124,Illinois,674089
20201123,Illinois,664620
20201122,Illinois,656298
20201121,Illinois,646286
20201120,Illinois,634395
20201119,Illinois,621383
20201118,Illinois,606771
20201117,Illinois,597849
20201116,Illinois,585248
20201115,Illinois,573616
20201114,Illinois,562985
20201113,Illinois,551957
20201112,Illinois,536542
20201111,Illinois,523840
20201110,Illinois,511183
20201109,Illinois,498560
20201108,Illinois,487987
20201107,Illinois,477978
20201106,Illinois,465540
20201105,Illinois,453750
20201104,Illinois,443815
20201103,Illinois,436277
20201102,Illinois,429761
20201101,Illinois,423539
20201031,Illinois,416559
20201030,Illinois,408660
20201029,Illinois,400171
20201028,Illinois,393808
20201027,Illinois,387698
20201026,Illinois,383698
20201025,Illinois,378969
20201024,Illinois,374907
20201023,Illinois,368746
20201022,Illinois,363746
20201021,Illinois,358804
20201020,Illinois,354462
20201019,Illinois,350748
20201018,Illinois,347635
20201017,Illinois,343390
20201016,Illinois,339761
20201015,Illinois,334658
20201014,Illinois,330643
20201013,Illinois,327781
20201012,Illinois,324930
20201011,Illinois,322188
20201010,Illinois,319461
20201009,Illinois,316556
20201008,Illinois,313439
20201007,Illinois,310380
20201006,Illinois,307750
20201005,Illinois,306133
20201004,Illinois,304280
20201003,Illinois,302827
20201002,Illinois,300385
20201001,Illinois,297929
20200930,Illinois,295763
20200929,Illinois,293490
20200928,Illinois,292128
20200927,Illinois,290419
20200926,Illinois,288815
20200925,Illinois,286374
20200924,Illinois,283569
20200923,Illinois,281312
20200922,Illinois,279464
20200921,Illinois,277933
20200920,Illinois,276456
20200919,Illinois,275054
20200918,Illinois,272525
20200917,Illinois,270302
20200916,Illinois,268246
20200915,Illinois,266305
20200914,Illinois,264839
20200913,Illinois,263466
20200912,Illinois,262004
20200911,Illinois,259883
20200910,Illinois,257571
20200909,Illinois,255618
20200908,Illinois,254281
20200907,Illinois,252889
20200906,Illinois,251508
20200905,Illinois,250105
20200904,Illinois,247299
20200903,Illinois,241705
20200902,Illinois,240345
20200901,Illinois,238217
20200831,Illinois,236725
20200830,Illinois,235057
20200829,Illinois,233065
20200828,Illinois,231185
20200827,Illinois,228751
20200826,Illinois,227044
20200825,Illinois,224887
20200824,Illinois,223207
20200823,Illinois,221595
20200822,Illinois,219702
20200821,Illinois,217346
20200820,Illinois,215053
20200819,Illinois,213221
20200818,Illinois,210926
20200817,Illinois,209186
20200816,Illinois,207413
20200815,Illinois,205851
20200814,Illinois,204023
20200813,Illinois,201727
20200812,Illinois,199893
20200811,Illinois,198248
20200810,Illinois,196699
20200809,Illinois,195380
20200808,Illinois,193998
20200807,Illinois,191808
20200806,Illinois,189705
20200805,Illinois,187752
20200804,Illinois,185993
20200803,Illinois,184522
20200802,Illinois,183224
20200801,Illinois,181757
20200731,Illinois,180118
20200730,Illinois,178138
20200729,Illinois,176366
20200728,Illinois,174973
20200727,Illinois,173897
20200726,Illinois,172666
20200725,Illinois,171125
20200724,Illinois,169699
20200723,Illinois,168100
20200722,Illinois,166476
20200721,Illinois,164878
20200720,Illinois,163923
20200719,Illinois,162750
20200718,Illinois,161785
20200717,Illinois,160509
20200716,Illinois,159082
20200715,Illinois,157825
20200714,Illinois,156638
20200713,Illinois,155931
20200712,Illinois,155048
20200711,Illinois,154094
20200710,Illinois,152899
20200709,Illinois,151572
20200708,Illinois,150554
20200707,Illinois,149574
20200706,Illinois,148987
20200705,Illinois,148373
20200704,Illinois,147734
20200703,Illinois,146872
20200702,Illinois,145935
20200701,Illinois,145066
20200630,Illinois,144238
20200629,Illinois,143514
20200628,Illinois,142776
20200627,Illinois,142130
20200626,Illinois,141344
20200625,Illinois,140434
20200624,Illinois,139540
20200623,Illinois,138825
20200622,Illinois,138224
20200621,Illinois,137762
20200620,Illinois,137104
20200619,Illinois,136470
20200618,Illinois,135639
20200617,Illinois,135046
20200616,Illinois,134500
20200615,Illinois,133877
20200614,Illinois,133404
20200613,Illinois,132732
20200612,Illinois,132059
20200611,Illinois,131327
20200610,Illinois,130561
20200609,Illinois,129936
20200608,Illinois,129139
20200607,Illinois,127757
20200606,Illinois,126890
20200605,Illinois,125915
20200604,Illinois,124759
20200603,Illinois,123830
20200602,Illinois,122848
20200601,Illinois,121234
20200531,Illinois,120260
20200530,Illinois,118917
20200529,Illinois,117455
20200528,Illinois,115833
20200527,Illinois,114306
20200526,Illinois,113195
20200525,Illinois,112017
20200524,Illinois,110304
20200523,Illinois,107796
20200522,Illinois,105444
20200521,Illinois,102686
20200520,Illinois,100418
20200519,Illinois,98030
20200518,Illinois,96485
20200517,Illinois,94191
20200516,Illinois,92457
20200515,Illinois,90369
20200514,Illinois,87937
20200513,Illinois,84698
20200512,Illinois,83021
20200511,Illinois,79007
20200510,Illinois,77741
20200509,Illinois,76085
20200508,Illinois,73760
20200507,Illinois,70873
20200506,Illinois,68232
20200505,Illinois,65962
20200504,Illinois,63840
20200503,Illinois,61499
20200502,Illinois,58505
20200501,Illinois,56055
20200430,Illinois,52918
20200429,Illinois,50355
20200428,Illinois,48102
20200427,Illinois,45883
20200426,Illinois,43903
20200425,Illinois,41777
20200424,Illinois,39658
20200423,Illinois,36934
20200422,Illinois,35108
20200421,Illinois,33059
20200420,Illinois,31508
20200419,Illinois,30357
20200418,Illinois,29160
20200417,Illinois,27575
20200416,Illinois,25733
20200415,Illinois,24593
20200414,Illinois,23247
20200413,Illinois,22025
20200412,Illinois,20852
20200411,Illinois,19180
20200410,Illinois,17887
20200409,Illinois,16422
20200408,Illinois,15078
20200407,Illinois,13549
20200406,Illinois,12262
20200405,Illinois,11256
20200404,Illinois,10357
20200403,Illinois,8904
20200402,Illinois,7695
20200401,Illinois,6980
20200331,Illinois,5994
20200330,Illinois,5057
20200329,Illinois,4596
20200328,Illinois,3491
20200327,Illinois,3026
20200326,Illinois,2538
20200325,Illinois,1865
20200324,Illinois,1535
20200323,Illinois,1273
20200322,Illinois,1049
20200321,Illinois,753
20200320,Illinois,585
20200319,Illinois,422
20200318,Illinois,288
20200317,Illinois,159
20200316,Illinois,93
20200315,Illinois,64
20200314,Illinois,46
20200313,Illinois,32
20200312,Illinois,25
20200311,Illinois,19
20200310,Illinois,19
20200309,Illinois,7
20200308,Illinois,6
20200307,Illinois,6
20200306,Illinois,0
20200305,Illinois,
20200302,Illinois,
20200223,Illinois,0
20200212,Illinois,
20200126,Illinois,0
20201206,Indiana,381617
20201205,Indiana,375019
20201204,Indiana,367329
20201203,Indiana,359430
20201202,Indiana,350970
20201201,Indiana,344373
20201130,Indiana,338977
20201129,Indiana,333312
20201128,Indiana,329008
20201127,Indiana,324537
20201126,Indiana,318894
20201125,Indiana,312521
20201124,Indiana,306538
20201123,Indiana,300913
20201122,Indiana,295357
20201121,Indiana,289183
20201120,Indiana,282311
20201119,Indiana,275503
20201118,Indiana,268222
20201117,Indiana,262207
20201116,Indiana,256744
20201115,Indiana,251597
20201114,Indiana,244887
20201113,Indiana,236565
20201112,Indiana,230965
20201111,Indiana,224374
20201110,Indiana,219338
20201109,Indiana,214509
20201108,Indiana,210374
20201107,Indiana,205722
20201106,Indiana,200823
20201105,Indiana,196176
20201104,Indiana,191764
20201103,Indiana,188066
20201102,Indiana,185185
20201101,Indiana,182108
20201031,Indiana,179358
20201030,Indiana,175893
20201029,Indiana,172730
20201028,Indiana,169112
20201027,Indiana,166564
20201026,Indiana,164581
20201025,Indiana,162607
20201024,Indiana,160454
20201023,Indiana,157713
20201022,Indiana,155246
20201021,Indiana,152396
20201020,Indiana,150664
20201019,Indiana,149166
20201018,Indiana,147582
20201017,Indiana,145977
20201016,Indiana,143495
20201015,Indiana,141212
20201014,Indiana,139269
20201013,Indiana,138104
20201012,Indiana,136555
20201011,Indiana,134981
20201010,Indiana,133411
20201009,Indiana,131493
20201008,Indiana,129677
20201007,Indiana,128227
20201006,Indiana,126946
20201005,Indiana,125976
20201004,Indiana,125146
20201003,Indiana,124059
20201002,Indiana,122640
20201001,Indiana,121176
20200930,Indiana,120019
20200929,Indiana,119066
20200928,Indiana,118322
20200927,Indiana,117450
20200926,Indiana,116549
20200925,Indiana,115407
20200924,Indiana,114236
20200923,Indiana,113337
20200922,Indiana,112626
20200921,Indiana,112027
20200920,Indiana,111505
20200919,Indiana,110759
20200918,Indiana,109683
20200917,Indiana,108646
20200916,Indiana,107809
20200915,Indiana,107229
20200914,Indiana,106540
20200913,Indiana,105804
20200912,Indiana,104561
20200911,Indiana,103505
20200910,Indiana,102243
20200909,Indiana,101485
20200908,Indiana,100780
20200907,Indiana,100394
20200906,Indiana,99804
20200905,Indiana,98961
20200904,Indiana,97884
20200903,Indiana,96854
20200902,Indiana,95750
20200901,Indiana,94891
20200831,Indiana,94196
20200830,Indiana,93313
20200829,Indiana,92434
20200828,Indiana,91313
20200827,Indiana,90504
20200826,Indiana,89359
20200825,Indiana,88421
20200824,Indiana,87592
20200823,Indiana,85932
20200822,Indiana,85317
20200821,Indiana,84317
20200820,Indiana,83277
20200819,Indiana,82336
20200818,Indiana,81847
20200817,Indiana,81006
20200816,Indiana,80415
20200815,Indiana,79676
20200814,Indiana,78632
20200813,Indiana,77565
20200812,Indiana,76522
20200811,Indiana,75862
20200810,Indiana,74992
20200809,Indiana,74328
20200808,Indiana,73287
20200807,Indiana,72254
20200806,Indiana,71015
20200805,Indiana,69975
20200804,Indiana,69255
20200803,Indiana,68433
20200802,Indiana,67857
20200801,Indiana,67122
20200731,Indiana,66154
20200730,Indiana,65253
20200729,Indiana,64299
20200728,Indiana,63678
20200727,Indiana,62907
20200726,Indiana,62372
20200725,Indiana,61520
20200724,Indiana,60598
20200723,Indiana,59602
20200722,Indiana,58673
20200721,Indiana,57916
20200720,Indiana,57206
20200719,Indiana,56571
20200718,Indiana,55654
20200717,Indiana,54813
20200716,Indiana,54080
20200715,Indiana,53370
20200714,Indiana,52685
20200713,Indiana,52037
20200712,Indiana,51612
20200711,Indiana,51079
20200710,Indiana,50300
20200709,Indiana,49575
20200708,Indiana,49063
20200707,Indiana,48626
20200706,Indiana,48331
20200705,Indiana,48008
20200704,Indiana,47432
20200703,Indiana,46915
20200702,Indiana,46387
20200701,Indiana,45952
20200630,Indiana,45594
20200629,Indiana,45228
20200628,Indiana,44930
20200627,Indiana,44575
20200626,Indiana,44140
20200625,Indiana,43655
20200624,Indiana,43140
20200623,Indiana,42871
20200622,Indiana,42633
20200621,Indiana,42423
20200620,Indiana,42061
20200619,Indiana,41746
20200618,Indiana,41438
20200617,Indiana,41013
20200616,Indiana,40786
20200615,Indiana,40430
20200614,Indiana,39909
20200613,Indiana,39543
20200612,Indiana,39146
20200611,Indiana,38748
20200610,Indiana,38337
20200609,Indiana,38033
20200608,Indiana,37623
20200607,Indiana,37397
20200606,Indiana,36997
20200605,Indiana,36578
20200604,Indiana,36096
20200603,Indiana,35712
20200602,Indiana,35237
20200601,Indiana,34830
20200531,Indiana,34574
20200530,Indiana,34211
20200529,Indiana,33558
20200528,Indiana,33068
20200527,Indiana,32437
20200526,Indiana,32078
20200525,Indiana,31715
20200524,Indiana,31376
20200523,Indiana,30901
20200522,Indiana,30409
20200521,Indiana,29936
20200520,Indiana,29274
20200519,Indiana,28705
20200518,Indiana,28255
20200517,Indiana,27778
20200516,Indiana,27280
20200515,Indiana,26655
20200514,Indiana,26053
20200513,Indiana,25473
20200512,Indiana,25127
20200511,Indiana,24627
20200510,Indiana,24126
20200509,Indiana,23732
20200508,Indiana,23146
20200507,Indiana,22503
20200506,Indiana,21870
20200505,Indiana,21033
20200504,Indiana,20507
20200503,Indiana,19933
20200502,Indiana,19295
20200501,Indiana,18630
20200430,Indiana,17835
20200429,Indiana,17182
20200428,Indiana,16588
20200427,Indiana,15961
20200426,Indiana,15012
20200425,Indiana,14395
20200424,Indiana,13680
20200423,Indiana,13039
20200422,Indiana,12438
20200421,Indiana,12097
20200420,Indiana,11686
20200419,Indiana,11210
20200418,Indiana,10641
20200417,Indiana,10154
20200416,Indiana,9542
20200415,Indiana,8955
20200414,Indiana,8527
20200413,Indiana,8236
20200412,Indiana,7928
20200411,Indiana,7435
20200410,Indiana,6907
20200409,Indiana,6351
20200408,Indiana,5943
20200407,Indiana,5507
20200406,Indiana,4944
20200405,Indiana,4411
20200404,Indiana,3953
20200403,Indiana,3437
20200402,Indiana,3039
20200401,Indiana,2565
20200331,Indiana,2159
20200330,Indiana,1786
20200329,Indiana,1514
20200328,Indiana,1232
20200327,Indiana,981
20200326,Indiana,645
20200325,Indiana,477
20200324,Indiana,365
20200323,Indiana,259
20200322,Indiana,201
20200321,Indiana,126
20200320,Indiana,79
20200319,Indiana,56
20200318,Indiana,39
20200317,Indiana,30
20200316,Indiana,24
20200315,Indiana,19
20200314,Indiana,15
20200313,Indiana,12
20200312,Indiana,12
20200311,Indiana,10
20200310,Indiana,6
20200309,Indiana,2
20200308,Indiana,2
20200307,Indiana,1
20200306,Indiana,
20200305,Indiana,179
20200301,Indiana,0
20200222,Indiana,0
20200212,Indiana,0
20200125,Indiana,
20201206,Iowa,213390
20201205,Iowa,211891
20201204,Iowa,210236
20201203,Iowa,207969
20201202,Iowa,205773
20201201,Iowa,203398
20201130,Iowa,202410
20201129,Iowa,201267
20201128,Iowa,199683
20201127,Iowa,198222
20201126,Iowa,197086
20201125,Iowa,194395
20201124,Iowa,191152
20201123,Iowa,189856
20201122,Iowa,187505
20201121,Iowa,184968
20201120,Iowa,181790
20201119,Iowa,178313
20201118,Iowa,174839
20201117,Iowa,171545
20201116,Iowa,169353
20201115,Iowa,167282
20201114,Iowa,163728
20201113,Iowa,159635
20201112,Iowa,155603
20201111,Iowa,151953
20201110,Iowa,147656
20201109,Iowa,144922
20201108,Iowa,140541
20201107,Iowa,137228
20201106,Iowa,133510
20201105,Iowa,130732
20201104,Iowa,126740
20201103,Iowa,124464
20201102,Iowa,123372
20201101,Iowa,121967
20201031,Iowa,119755
20201030,Iowa,117185
20201029,Iowa,114982
20201028,Iowa,113042
20201027,Iowa,111261
20201026,Iowa,110404
20201025,Iowa,109657
20201024,Iowa,108514
20201023,Iowa,106874
20201022,Iowa,105625
20201021,Iowa,104190
20201020,Iowa,103011
20201019,Iowa,102517
20201018,Iowa,101960
20201017,Iowa,101103
20201016,Iowa,99946
20201015,Iowa,98717
20201014,Iowa,97384
20201013,Iowa,96338
20201012,Iowa,95809
20201011,Iowa,95346
20201010,Iowa,94271
20201009,Iowa,93187
20201008,Iowa,92145
20201007,Iowa,90884
20201006,Iowa,89934
20201005,Iowa,89460
20201004,Iowa,89096
20201003,Iowa,88470
20201002,Iowa,87559
20201001,Iowa,86634
20200930,Iowa,85596
20200929,Iowa,84476
20200928,Iowa,84002
20200927,Iowa,83636
20200926,Iowa,82944
20200925,Iowa,82045
20200924,Iowa,81071
20200923,Iowa,79923
20200922,Iowa,78887
20200921,Iowa,78339
20200920,Iowa,77679
20200919,Iowa,77058
20200918,Iowa,76211
20200917,Iowa,75028
20200916,Iowa,74080
20200915,Iowa,73277
20200914,Iowa,72876
20200913,Iowa,72490
20200912,Iowa,71706
20200911,Iowa,71133
20200910,Iowa,70405
20200909,Iowa,69503
20200908,Iowa,69139
20200907,Iowa,68684
20200906,Iowa,68291
20200905,Iowa,67642
20200904,Iowa,66614
20200903,Iowa,65523
20200902,Iowa,64645
20200901,Iowa,63919
20200831,Iowa,63328
20200830,Iowa,62720
20200829,Iowa,61749
20200828,Iowa,60971
20200827,Iowa,59786
20200826,Iowa,58235
20200825,Iowa,57294
20200824,Iowa,56633
20200823,Iowa,56275
20200822,Iowa,55735
20200821,Iowa,55006
20200820,Iowa,54015
20200819,Iowa,53288
20200818,Iowa,52951
20200817,Iowa,52722
20200816,Iowa,52428
20200815,Iowa,51793
20200814,Iowa,50932
20200813,Iowa,50336
20200812,Iowa,49806
20200811,Iowa,49329
20200810,Iowa,49071
20200809,Iowa,48789
20200808,Iowa,48283
20200807,Iowa,47865
20200806,Iowa,47361
20200805,Iowa,46659
20200804,Iowa,46042
20200803,Iowa,45841
20200802,Iowa,45492
20200801,Iowa,44976
20200731,Iowa,44582
20200730,Iowa,44038
20200729,Iowa,43277
20200728,Iowa,42777
20200727,Iowa,42554
20200726,Iowa,42200
20200725,Iowa,41671
20200724,Iowa,41271
20200723,Iowa,40634
20200722,Iowa,39793
20200721,Iowa,39474
20200720,Iowa,39166
20200719,Iowa,38723
20200718,Iowa,37907
20200717,Iowa,37722
20200716,Iowa,37132
20200715,Iowa,36291
20200714,Iowa,35849
20200713,Iowa,35529
20200712,Iowa,35071
20200711,Iowa,34647
20200710,Iowa,33984
20200709,Iowa,33240
20200708,Iowa,32509
20200707,Iowa,32029
20200706,Iowa,31657
20200705,Iowa,31353
20200704,Iowa,31041
20200703,Iowa,30429
20200702,Iowa,30209
20200701,Iowa,29451
20200630,Iowa,29007
20200629,Iowa,28782
20200628,Iowa,28489
20200627,Iowa,28012
20200626,Iowa,27686
20200625,Iowa,27197
20200624,Iowa,26705
20200623,Iowa,26373
20200622,Iowa,26051
20200621,Iowa,25963
20200620,Iowa,25496
20200619,Iowa,25275
20200618,Iowa,24854
20200617,Iowa,24461
20200616,Iowa,24179
20200615,Iowa,24053
20200614,Iowa,23926
20200613,Iowa,23717
20200612,Iowa,23337
20200611,Iowa,22938
20200610,Iowa,22551
20200609,Iowa,22236
20200608,Iowa,21987
20200607,Iowa,21667
20200606,Iowa,21478
20200605,Iowa,21152
20200604,Iowa,20805
20200603,Iowa,20055
20200602,Iowa,20016
20200601,Iowa,19697
20200531,Iowa,19552
20200530,Iowa,19244
20200529,Iowa,18926
20200528,Iowa,18573
20200527,Iowa,18360
20200526,Iowa,17703
20200525,Iowa,17577
20200524,Iowa,17252
20200523,Iowa,16893
20200522,Iowa,16504
20200521,Iowa,16170
20200520,Iowa,15614
20200519,Iowa,15349
20200518,Iowa,14955
20200517,Iowa,14651
20200516,Iowa,14328
20200515,Iowa,14049
20200514,Iowa,13675
20200513,Iowa,13289
20200512,Iowa,12912
20200511,Iowa,12373
20200510,Iowa,11959
20200509,Iowa,11671
20200508,Iowa,11457
20200507,Iowa,11059
20200506,Iowa,10404
20200505,Iowa,10111
20200504,Iowa,9703
20200503,Iowa,9169
20200502,Iowa,8641
20200501,Iowa,7884
20200430,Iowa,7145
20200429,Iowa,6843
20200428,Iowa,6376
20200427,Iowa,5868
20200426,Iowa,5476
20200425,Iowa,5092
20200424,Iowa,4445
20200423,Iowa,3924
20200422,Iowa,3748
20200421,Iowa,3641
20200420,Iowa,3159
20200419,Iowa,2902
20200418,Iowa,2513
20200417,Iowa,2332
20200416,Iowa,2141
20200415,Iowa,1995
20200414,Iowa,1899
20200413,Iowa,1710
20200412,Iowa,1587
20200411,Iowa,1510
20200410,Iowa,1388
20200409,Iowa,1270
20200408,Iowa,1145
20200407,Iowa,1048
20200406,Iowa,946
20200405,Iowa,868
20200404,Iowa,786
20200403,Iowa,699
20200402,Iowa,614
20200401,Iowa,549
20200331,Iowa,497
20200330,Iowa,424
20200329,Iowa,336
20200328,Iowa,298
20200327,Iowa,235
20200326,Iowa,179
20200325,Iowa,145
20200324,Iowa,124
20200323,Iowa,105
20200322,Iowa,90
20200321,Iowa,68
20200320,Iowa,45
20200319,Iowa,38
20200318,Iowa,29
20200317,Iowa,23
20200316,Iowa,22
20200315,Iowa,18
20200314,Iowa,17
20200313,Iowa,16
20200312,Iowa,14
20200311,Iowa,13
20200310,Iowa,8
20200309,Iowa,3
20200308,Iowa,0
20200307,Iowa,0
20200306,Iowa,1
20200305,Iowa,1
20200302,Iowa,
20200223,Iowa,
20200212,Iowa,0
20200127,Iowa,0
20201206,Kansas,168295
20201205,Kansas,168295
20201204,Kansas,168295
20201203,Kansas,162061
20201202,Kansas,162061
20201201,Kansas,157446
20201130,Kansas,157446
20201129,Kansas,153021
20201128,Kansas,153021
20201127,Kansas,153021
20201126,Kansas,147797
20201125,Kansas,147797
20201124,Kansas,142059
20201123,Kansas,142059
20201122,Kansas,134533
20201121,Kansas,134533
20201120,Kansas,134533
20201119,Kansas,128594
20201118,Kansas,128594
20201117,Kansas,122741
20201116,Kansas,122741
20201115,Kansas,115507
20201114,Kansas,115507
20201113,Kansas,115507
20201112,Kansas,109225
20201111,Kansas,109225
20201110,Kansas,103553
20201109,Kansas,103553
20201108,Kansas,97633
20201107,Kansas,97633
20201106,Kansas,97633
20201105,Kansas,92215
20201104,Kansas,92215
